contact_id,acct_id,email,created_date,country
CT00004780,A0005792,contact4780@example.com,2021-04-19,PL
CT00004781,A0003077,contact4781@example.com,2023-02-17,PL
CT00004782,A0001974,contact4782@example.com,2021-05-22,US
CT00004783,A0001470,contact4783@example.com,2024-08-12,FR
CT00004784,A0003448,contact4784@example.com,2022-10-19,PL
CT00004785,A0001711,contact4785@example.com,2021-04-06,PL
CT00004786,A0002496,contact4786@example.com,2024-01-24,PL
CT00004787,A0001317,contact4787@example.com,2023-04-04,FR
CT00004788,A0001675,contact4788@example.com,2024-04-03,DE
CT00004789,A0005137,contact4789@example.com,2022-05-11,PL
CT00004790,A0005830,contact4790@example.com,2024-09-28,PL
CT00004791,A0003205,contact4791@example.com,2021-08-23,PL
CT00004792,A0000877,contact4792@example.com,2021-02-11,US
CT00004793,A0004575,contact4793@example.com,2023-05-17,US
CT00004794,A0000728,contact4794@example.com,2024-04-28,US
CT00004795,A0005696,contact4795@example.com,2024-06-20,PL
CT00004796,A0005611,contact4796@example.com,2022-02-22,DE
CT00004797,A0003662,contact4797@example.com,2023-05-04,FR
CT00004798,A0001286,contact4798@example.com,2023-02-24,DE
CT00004799,A0005886,contact4799@example.com,2024-08-03,PL
CT00004800,A0001521,contact4800@example.com,2021-11-28,DE
CT00004801,A0000528,contact4801@example.com,2024-01-11,US
CT00004802,A0001971,contact4802@example.com,2022-11-11,US
CT00004803,A0001868,contact4803@example.com,2021-02-16,PL
CT00004804,A0000569,contact4804@example.com,2022-09-22,DE
CT00004805,A0001293,contact4805@example.com,2021-08-06,DE
CT00004806,A0005341,contact4806@example.com,2023-08-30,US
CT00004807,A0000451,contact4807@example.com,2021-03-25,DE
CT00004808,A0005189,contact4808@example.com,2024-02-04,PL
CT00004809,A0005807,contact4809@example.com,2021-12-06,PL
CT00004810,A0002674,contact4810@example.com,2021-05-10,FR
CT00004811,A0004047,contact4811@example.com,2023-03-16,PL
CT00004812,A0000019,contact4812@example.com,2024-08-11,PL
CT00004813,A0003434,contact4813@example.com,2021-12-28,US
CT00004814,ACC0003210,contact4814@example.com,2022-04-29,FR
CT00004815,ACC0005050,contact4815@example.com,2023-08-31,DE
CT00004816,A0001365,contact4816@example.com,2024-09-07,FR
CT00004817,ACC0005177,contact4817@example.com,2021-11-29,US
CT00004818,A0003525,contact4818@example.com,2022-10-06,DE
CT00004819,A0003358,contact4819@example.com,2024-02-20,PL
CT00004820,A0001384,contact4820@example.com,2023-09-03,US
CT00004821,A0005866,contact4821@example.com,2021-03-06,US
CT00004822,A0001700,contact4822@example.com,2022-06-10,PL
CT00004823,A0000923,contact4823@example.com,2024-10-22,FR
CT00004824,ACC0001332,contact4824@example.com,2022-05-19,US
CT00004825,A0001499,contact4825@example.com,2024-10-17,DE
CT00004826,A0001709,contact4826@example.com,2022-03-07,US
CT00004827,A0003648,contact4827@example.com,2021-10-01,PL
CT00004828,ACC0001010,contact4828@example.com,2024-08-05,US
CT00004829,A0001113,contact4829@example.com,2022-08-03,DE
CT00004830,A0000737,contact4830@example.com,2021-04-13,FR
CT00004831,A0004263,contact4831@example.com,2024-02-16,DE
CT00004832,A0001480,contact4832@example.com,2021-09-13,US
CT00004833,A0000151,contact4833@example.com,2022-08-15,US
CT00004834,A0002812,contact4834@example.com,2023-01-28,FR
CT00004835,A0005115,contact4835@example.com,2024-09-19,DE
CT00004836,ACC0000999,contact4836@example.com,2024-05-13,FR
CT00004837,A0000505,contact4837@example.com,2024-07-17,FR
CT00004838,A0001091,contact4838@example.com,2021-03-31,FR
CT00004839,A0001049,contact4839@example.com,2021-12-07,US
CT00004840,A0002936,contact4840@example.com,2024-04-21,DE
CT00004841,A0005642,contact4841@example.com,2021-06-19,PL
CT00004842,A0005388,contact4842@example.com,2023-04-08,FR
CT00004843,A0003554,contact4843@example.com,2021-07-16,FR
CT00004844,A0003990,contact4844@example.com,2023-11-30,US
CT00004845,A0004597,contact4845@example.com,2023-06-06,US
CT00004846,A0004706,contact4846@example.com,2022-07-18,PL
CT00004847,A0000268,contact4847@example.com,2024-05-17,DE
CT00004848,A0001566,contact4848@example.com,2023-11-21,DE
CT00004849,A0001319,contact4849@example.com,2022-05-10,US
CT00004850,A0002926,contact4850@example.com,2021-11-02,PL
CT00004851,A0002145,contact4851@example.com,2024-10-14,DE
CT00004852,A0002264,contact4852@example.com,2024-03-07,US
CT00004853,A0000231,contact4853@example.com,2024-02-18,US
CT00004854,A0001449,contact4854@example.com,2024-01-05,DE
CT00004855,A0004051,contact4855@example.com,2021-06-29,PL
CT00004856,A0003482,contact4856@example.com,2021-09-26,US
CT00004857,A0004056,contact4857@example.com,2023-06-20,US
CT00004858,A0005052,contact4858@example.com,2023-09-10,PL
CT00004859,ACC0003247,contact4859@example.com,2024-01-01,DE
CT00004860,A0005668,contact4860@example.com,2021-01-21,US
CT00004861,A0002301,contact4861@example.com,2024-06-06,PL
CT00004862,A0000145,contact4862@example.com,2023-03-04,FR
CT00004863,ACC0003191,contact4863@example.com,2022-09-17,US
CT00004864,A0003489,contact4864@example.com,2024-01-01,FR
CT00004865,A0003140,contact4865@example.com,2023-04-05,PL
CT00004866,ACC0004260,contact4866@example.com,2023-10-06,PL
CT00004867,A0000566,contact4867@example.com,2024-09-18,DE
CT00004868,A0000492,contact4868@example.com,2021-06-01,US
CT00004869,A0003453,contact4869@example.com,2024-07-14,DE
CT00004870,ACC0004617,contact4870@example.com,2022-11-16,DE
CT00004871,ACC0005035,contact4871@example.com,2024-10-04,DE
CT00004872,A0003617,contact4872@example.com,2022-08-08,DE
CT00004873,A0005099,contact4873@example.com,2021-11-03,PL
CT00004874,A0000257,contact4874@example.com,2023-05-09,PL
CT00004875,A0004565,contact4875@example.com,2023-10-07,US
CT00004876,A0000689,contact4876@example.com,2022-10-21,FR
CT00004877,A0004728,contact4877@example.com,2021-07-29,PL
CT00004878,A0004968,contact4878@example.com,2022-10-02,PL
CT00004879,A0004988,contact4879@example.com,2023-04-15,US
CT00004880,ACC0003717,contact4880@example.com,2021-11-28,DE
CT00004881,ACC0003927,contact4881@example.com,2022-06-26,DE
CT00004882,A0000798,contact4882@example.com,2022-04-14,PL
CT00004883,A0005365,contact4883@example.com,2021-04-07,FR
CT00004884,A0003828,contact4884@example.com,2021-07-01,DE
CT00004885,A0002173,contact4885@example.com,2021-07-31,PL
CT00004886,A0002137,contact4886@example.com,2024-10-01,PL
CT00004887,ACC0005171,contact4887@example.com,2022-08-18,US
CT00004888,A0003969,contact4888@example.com,2021-09-17,FR
CT00004889,ACC0001228,contact4889@example.com,2023-11-30,US
CT00004890,A0004860,contact4890@example.com,2024-10-24,DE
CT00004891,A0001140,contact4891@example.com,2024-03-21,PL
CT00004892,ACC0001073,contact4892@example.com,2022-05-07,FR
CT00004893,A0001690,contact4893@example.com,2023-01-11,FR
CT00004894,A0000440,contact4894@example.com,2022-03-11,US
CT00004895,A0000419,contact4895@example.com,2024-03-12,PL
CT00004896,A0003701,contact4896@example.com,2021-12-02,PL
CT00004897,A0003040,contact4897@example.com,2023-01-27,FR
CT00004898,ACC0004518,contact4898@example.com,2024-02-14,DE
CT00004899,A0005168,contact4899@example.com,2021-04-19,FR
CT00004900,ACC0004414,contact4900@example.com,2021-03-16,DE
CT00004901,A0001792,contact4901@example.com,2022-03-08,DE
CT00004902,A0003013,contact4902@example.com,2023-12-26,FR
CT00004903,A0002737,contact4903@example.com,2021-08-03,FR
CT00004904,A0000348,contact4904@example.com,2022-03-05,PL
CT00004905,A0004727,contact4905@example.com,2024-01-29,FR
CT00004906,A0001004,contact4906@example.com,2021-08-11,DE
CT00004907,A0001555,contact4907@example.com,2021-12-22,FR
CT00004908,A0001790,contact4908@example.com,2022-07-28,DE
CT00004909,A0004335,contact4909@example.com,2022-02-01,US
CT00004910,A0001099,contact4910@example.com,2022-04-18,US
CT00004911,A0004545,contact4911@example.com,2024-09-12,PL
CT00004912,A0000146,contact4912@example.com,2021-11-28,US
CT00004913,A0003127,contact4913@example.com,2023-11-14,DE
CT00004914,A0000516,contact4914@example.com,2021-09-15,DE
CT00004915,A0001096,contact4915@example.com,2023-07-10,DE
CT00004916,A0000288,contact4916@example.com,2022-03-21,DE
CT00004917,A0002154,contact4917@example.com,2022-02-21,PL
CT00004918,A0000945,contact4918@example.com,2023-03-25,US
CT00004919,A0001140,contact4919@example.com,2021-10-09,FR
CT00004920,A0004701,contact4920@example.com,2023-08-07,PL
CT00004921,A0000967,contact4921@example.com,2023-08-16,FR
CT00004922,ACC0003268,contact4922@example.com,2021-12-20,US
CT00004923,A0001094,contact4923@example.com,2023-06-07,US
CT00004924,A0002938,contact4924@example.com,2022-12-24,PL
CT00004925,A0003812,contact4925@example.com,2021-02-03,US
CT00004926,A0003236,contact4926@example.com,2023-05-15,DE
CT00004927,A0000417,contact4927@example.com,2022-08-11,US
CT00004928,A0000559,contact4928@example.com,2022-06-15,PL
CT00004929,A0004316,contact4929@example.com,2024-10-14,DE
CT00004930,A0004142,contact4930@example.com,2022-10-21,US
CT00004931,A0003736,contact4931@example.com,2021-03-29,US
CT00004932,ACC0000997,contact4932@example.com,2024-08-10,US
CT00004933,A0004102,contact4933@example.com,2023-05-26,PL
CT00004934,A0001333,contact4934@example.com,2023-03-14,FR
CT00004935,A0005369,contact4935@example.com,2023-11-30,US
CT00004936,A0004708,contact4936@example.com,2022-11-27,PL
CT00004937,A0003846,contact4937@example.com,2023-12-05,DE
CT00004938,ACC0001038,contact4938@example.com,2023-02-16,PL
CT00004939,A0004244,contact4939@example.com,2023-05-11,US
CT00004940,A0003163,contact4940@example.com,2021-10-07,FR
CT00004941,A0005681,contact4941@example.com,2021-02-11,US
CT00004942,A0004144,contact4942@example.com,2023-09-17,DE
CT00004943,A0000364,contact4943@example.com,2023-03-09,DE
CT00004944,A0004776,contact4944@example.com,2024-10-16,US
CT00004945,A0005259,contact4945@example.com,2022-04-24,PL
CT00004946,A0003687,contact4946@example.com,2024-10-28,FR
CT00004947,A0004799,contact4947@example.com,2021-06-18,FR
CT00004948,A0003807,contact4948@example.com,2024-02-14,FR
CT00004949,A0000136,contact4949@example.com,2021-08-15,PL
CT00004950,A0002935,contact4950@example.com,2021-12-18,PL
CT00004951,A0002450,contact4951@example.com,2023-09-30,US
CT00004952,A0004324,contact4952@example.com,2023-04-28,FR
CT00004953,A0000176,contact4953@example.com,2021-07-19,FR
CT00004954,A0003735,contact4954@example.com,2021-06-01,FR
CT00004955,A0005012,contact4955@example.com,2023-05-08,DE
CT00004956,ACC0000916,contact4956@example.com,2024-04-24,US
CT00004957,ACC0005502,contact4957@example.com,2024-08-05,US
CT00004958,A0003872,contact4958@example.com,2023-02-13,DE
CT00004959,A0001026,contact4959@example.com,2022-09-14,US
CT00004960,A0000747,contact4960@example.com,2021-03-04,FR
CT00004961,A0004939,contact4961@example.com,2021-05-13,FR
CT00004962,A0003588,contact4962@example.com,2022-05-02,DE
CT00004963,A0002417,contact4963@example.com,2022-04-24,DE
CT00004964,A0002349,contact4964@example.com,2021-04-26,PL
CT00004965,A0001125,contact4965@example.com,2023-03-08,PL
CT00004966,ACC0001143,contact4966@example.com,2022-04-08,US
CT00004967,A0000449,contact4967@example.com,2022-01-23,US
CT00004968,A0003866,contact4968@example.com,2022-05-28,DE
CT00004969,A0001678,contact4969@example.com,2023-09-17,DE
CT00004970,A0000668,contact4970@example.com,2023-01-16,FR
CT00004971,A0002919,contact4971@example.com,2021-03-09,DE
CT00004972,A0000151,contact4972@example.com,2023-10-25,FR
CT00004973,ACC0001010,contact4973@example.com,2023-11-07,PL
CT00004974,A0002588,contact4974@example.com,2024-09-08,DE
CT00004975,A0004110,contact4975@example.com,2022-02-08,PL
CT00004976,A0000062,contact4976@example.com,2022-09-27,US
CT00004977,A0004682,contact4977@example.com,2023-08-23,FR
CT00004978,A0002898,contact4978@example.com,2023-09-30,DE
CT00004979,A0000491,contact4979@example.com,2024-07-12,US
CT00004980,A0003219,contact4980@example.com,2023-04-04,FR
CT00004981,A0002797,contact4981@example.com,2024-10-25,DE
CT00004982,ACC0003597,contact4982@example.com,2023-10-23,PL
CT00004983,A0000969,contact4983@example.com,2021-03-15,DE
CT00004984,A0002671,contact4984@example.com,2021-08-30,DE
CT00004985,A0002905,contact4985@example.com,2023-11-07,DE
CT00004986,A0000460,contact4986@example.com,2023-10-24,US
CT00004987,A0003075,contact4987@example.com,2021-06-10,FR
CT00004988,A0005540,contact4988@example.com,2024-09-15,PL
CT00004989,A0002627,contact4989@example.com,2024-03-09,FR
CT00004990,A0005751,contact4990@example.com,2021-08-22,US
CT00004991,A0003547,contact4991@example.com,2024-06-25,US
CT00004992,A0002937,contact4992@example.com,2024-01-29,PL
CT00004993,A0001956,contact4993@example.com,2024-09-13,US
CT00004994,A0004384,contact4994@example.com,2023-07-08,US
CT00004995,A0005329,contact4995@example.com,2024-04-17,DE
CT00004996,A0003408,contact4996@example.com,2023-10-05,US
CT00004997,A0002051,contact4997@example.com,2024-10-11,PL
CT00004998,A0004372,contact4998@example.com,2021-06-13,FR
CT00004999,A0004244,contact4999@example.com,2022-11-09,PL
CT00005000,A0003191,contact5000@example.com,2021-05-04,DE
CT00005001,A0003658,contact5001@example.com,2023-12-30,FR
CT00005002,A0000040,contact5002@example.com,2022-12-10,FR
CT00005003,A0001835,contact5003@example.com,2021-10-19,US
CT00005004,A0002763,contact5004@example.com,2022-05-25,DE
CT00005005,A0000955,contact5005@example.com,2022-07-24,DE
CT00005006,A0005427,contact5006@example.com,2024-02-16,FR
CT00005007,A0001690,contact5007@example.com,2024-02-18,DE
CT00005008,ACC0000769,contact5008@example.com,2021-11-22,PL
CT00005009,A0004138,contact5009@example.com,2024-04-24,DE
CT00005010,A0004052,contact5010@example.com,2023-03-10,US
CT00005011,A0002576,contact5011@example.com,2023-09-19,US
CT00005012,ACC0001250,contact5012@example.com,2022-06-10,PL
CT00005013,A0005789,contact5013@example.com,2023-11-28,DE
CT00005014,A0005161,contact5014@example.com,2021-11-07,DE
CT00005015,A0003441,contact5015@example.com,2023-06-23,DE
CT00005016,ACC0002062,contact5016@example.com,2021-03-15,PL
CT00005017,A0002477,contact5017@example.com,2021-03-21,US
CT00005018,A0001041,contact5018@example.com,2024-01-04,FR
CT00005019,A0005276,contact5019@example.com,2023-05-25,PL
CT00005020,A0005600,contact5020@example.com,2021-06-21,DE
CT00005021,A0005292,contact5021@example.com,2024-07-27,US
CT00005022,A0001378,contact5022@example.com,2023-07-05,DE
CT00005023,A0000534,contact5023@example.com,2021-04-22,US
CT00005024,A0001550,contact5024@example.com,2021-08-26,DE
CT00005025,A0000240,contact5025@example.com,2023-09-24,FR
CT00005026,A0001677,contact5026@example.com,2022-09-10,US
CT00005027,A0005842,contact5027@example.com,2022-01-30,US
CT00005028,A0002924,contact5028@example.com,2023-07-09,PL
CT00005029,A0001055,contact5029@example.com,2024-05-22,US
CT00005030,A0000825,contact5030@example.com,2022-09-22,US
CT00005031,ACC0004030,contact5031@example.com,2022-06-15,FR
CT00005032,A0003460,contact5032@example.com,2021-01-05,DE
CT00005033,ACC0000773,contact5033@example.com,2021-09-14,FR
CT00005034,A0004074,contact5034@example.com,2022-05-21,US
CT00005035,A0005730,contact5035@example.com,2021-01-23,US
CT00005036,A0002410,contact5036@example.com,2024-06-20,US
CT00005037,A0001752,contact5037@example.com,2022-02-21,US
CT00005038,A0003907,contact5038@example.com,2024-06-02,FR
CT00005039,A0000886,contact5039@example.com,2021-07-20,PL
CT00005040,A0002463,contact5040@example.com,2022-02-11,DE
CT00005041,A0004959,contact5041@example.com,2023-05-25,US
CT00005042,A0005005,contact5042@example.com,2021-04-18,DE
CT00005043,A0005264,contact5043@example.com,2024-06-04,PL
CT00005044,A0004158,contact5044@example.com,2024-09-21,PL
CT00005045,A0000076,contact5045@example.com,2023-01-14,PL
CT00005046,A0005033,contact5046@example.com,2021-04-18,US
CT00005047,A0004627,contact5047@example.com,2023-04-17,US
CT00005048,A0004338,contact5048@example.com,2022-03-31,FR
CT00005049,A0001539,contact5049@example.com,2022-12-21,US
CT00005050,A0000752,contact5050@example.com,2024-07-01,PL
CT00005051,A0000013,contact5051@example.com,2021-05-03,FR
CT00005052,A0001994,contact5052@example.com,2021-10-11,PL
CT00005053,A0003676,contact5053@example.com,2021-08-28,DE
CT00005054,A0003757,contact5054@example.com,2022-01-11,FR
CT00005055,A0005076,contact5055@example.com,2024-10-08,PL
CT00005056,A0002960,contact5056@example.com,2024-10-02,US
CT00005057,A0004325,contact5057@example.com,2021-07-22,DE
CT00005058,A0004891,contact5058@example.com,2021-09-13,DE
CT00005059,A0001416,contact5059@example.com,2021-11-13,FR
CT00005060,A0000364,contact5060@example.com,2023-05-07,PL
CT00005061,A0003151,contact5061@example.com,2023-03-28,FR
CT00005062,A0004627,contact5062@example.com,2022-10-15,PL
CT00005063,A0003964,contact5063@example.com,2024-01-05,US
CT00005064,A0004240,contact5064@example.com,2024-04-03,FR
CT00005065,A0004261,contact5065@example.com,2023-02-23,FR
CT00005066,A0002024,contact5066@example.com,2024-10-12,US
CT00005067,A0003380,contact5067@example.com,2022-10-22,DE
CT00005068,A0000554,contact5068@example.com,2021-05-26,PL
CT00005069,A0004097,contact5069@example.com,2024-10-03,US
CT00005070,A0000608,contact5070@example.com,2023-05-31,FR
CT00005071,ACC0004542,contact5071@example.com,2022-02-24,FR
CT00005072,A0000706,contact5072@example.com,2022-04-20,PL
CT00005073,A0001782,contact5073@example.com,2021-05-04,PL
CT00005074,A0003347,contact5074@example.com,2022-02-19,FR
CT00005075,A0005619,contact5075@example.com,2021-08-20,DE
CT00005076,A0001755,contact5076@example.com,2024-05-25,PL
CT00005077,A0004567,contact5077@example.com,2022-03-07,US
CT00005078,A0003953,contact5078@example.com,2021-08-14,DE
CT00005079,A0003209,contact5079@example.com,2023-07-21,US
CT00005080,A0002178,contact5080@example.com,2023-05-31,PL
CT00005081,A0002046,contact5081@example.com,2022-04-18,PL
CT00005082,A0000724,contact5082@example.com,2024-07-26,FR
CT00005083,A0005678,contact5083@example.com,2021-03-08,US
CT00005084,A0003178,contact5084@example.com,2024-01-18,DE
CT00005085,A0003602,contact5085@example.com,2022-04-07,US
CT00005086,A0004209,contact5086@example.com,2024-08-26,DE
CT00005087,ACC0000658,contact5087@example.com,2024-01-02,US
CT00005088,A0005767,contact5088@example.com,2021-06-09,US
CT00005089,ACC0004214,contact5089@example.com,2022-02-09,FR
CT00005090,A0005740,contact5090@example.com,2021-06-01,US
CT00005091,A0004942,contact5091@example.com,2022-07-29,US
CT00005092,A0003869,contact5092@example.com,2024-08-03,US
CT00005093,A0002611,contact5093@example.com,2022-04-24,US
CT00005094,A0005692,contact5094@example.com,2023-04-05,US
CT00005095,A0000364,contact5095@example.com,2021-03-10,FR
CT00005096,A0001099,contact5096@example.com,2023-10-21,US
CT00005097,A0002060,contact5097@example.com,2023-06-19,PL
CT00005098,A0005923,contact5098@example.com,2024-06-02,DE
CT00005099,A0002672,contact5099@example.com,2022-06-29,US
CT00005100,A0004681,contact5100@example.com,2023-10-23,US
CT00005101,A0003308,contact5101@example.com,2021-09-13,PL
CT00005102,A0005054,contact5102@example.com,2021-04-15,US
CT00005103,ACC0002286,contact5103@example.com,2024-08-26,PL
CT00005104,A0003655,contact5104@example.com,2021-11-19,DE
CT00005105,A0005593,contact5105@example.com,2022-07-13,PL
CT00005106,A0001455,contact5106@example.com,2023-04-04,US
CT00005107,A0003480,contact5107@example.com,2023-07-08,US
CT00005108,A0001643,contact5108@example.com,2023-07-03,FR
CT00005109,A0000413,contact5109@example.com,2022-01-29,FR
CT00005110,A0003908,contact5110@example.com,2022-06-20,PL
CT00005111,ACC0003863,contact5111@example.com,2023-08-21,PL
CT00005112,ACC0000927,contact5112@example.com,2022-04-12,FR
CT00005113,A0002808,contact5113@example.com,2021-09-09,DE
CT00005114,A0001707,contact5114@example.com,2021-07-15,DE
CT00005115,A0000364,contact5115@example.com,2024-01-30,PL
CT00005116,A0002243,contact5116@example.com,2022-11-06,FR
CT00005117,A0002419,contact5117@example.com,2023-10-24,FR
CT00005118,A0003500,contact5118@example.com,2024-10-20,DE
CT00005119,A0000020,contact5119@example.com,2022-04-25,DE
CT00005120,A0003460,contact5120@example.com,2023-12-22,US
CT00005121,ACC0001941,contact5121@example.com,2022-01-31,US
CT00005122,A0001138,contact5122@example.com,2023-09-04,FR
CT00005123,A0002084,contact5123@example.com,2021-06-26,US
CT00005124,A0004199,contact5124@example.com,2022-04-06,PL
CT00005125,A0003513,contact5125@example.com,2021-06-18,US
CT00005126,A0001875,contact5126@example.com,2022-09-01,PL
CT00005127,A0003351,contact5127@example.com,2023-12-07,DE
CT00005128,A0002498,contact5128@example.com,2021-01-10,US
CT00005129,A0001595,contact5129@example.com,2023-12-30,FR
CT00005130,A0002788,contact5130@example.com,2023-01-25,FR
CT00005131,A0005617,contact5131@example.com,2021-03-19,US
CT00005132,A0003757,contact5132@example.com,2024-06-14,US
CT00005133,A0002396,contact5133@example.com,2021-12-18,US
CT00005134,A0005880,contact5134@example.com,2021-03-06,FR
CT00005135,A0001087,contact5135@example.com,2021-09-08,PL
CT00005136,ACC0000447,contact5136@example.com,2023-06-02,FR
CT00005137,ACC0000897,contact5137@example.com,2021-07-08,PL
CT00005138,A0001825,contact5138@example.com,2023-08-14,US
CT00005139,A0002387,contact5139@example.com,2023-08-09,US
CT00005140,A0001407,contact5140@example.com,2024-07-06,DE
CT00005141,A0003700,contact5141@example.com,2021-05-07,DE
CT00005142,ACC0002216,contact5142@example.com,2022-12-28,US
CT00005143,A0003475,contact5143@example.com,2024-08-27,US
CT00005144,A0004094,contact5144@example.com,2021-11-17,PL
CT00005145,A0001641,contact5145@example.com,2024-10-23,US
CT00005146,A0002560,contact5146@example.com,2024-06-02,PL
CT00005147,A0000119,contact5147@example.com,2022-08-18,PL
CT00005148,ACC0003900,contact5148@example.com,2024-08-27,DE
CT00005149,A0005046,contact5149@example.com,2024-03-15,FR
CT00005150,A0004425,contact5150@example.com,2021-12-16,DE
CT00005151,A0003092,contact5151@example.com,2021-12-27,DE
CT00005152,A0004441,contact5152@example.com,2023-12-14,FR
CT00005153,A0001700,contact5153@example.com,2023-01-21,US
CT00005154,A0001713,contact5154@example.com,2022-09-28,DE
CT00005155,A0001528,contact5155@example.com,2022-01-22,US
CT00005156,A0004759,contact5156@example.com,2024-05-18,PL
CT00005157,A0000618,contact5157@example.com,2022-12-07,US
CT00005158,A0005919,contact5158@example.com,2022-03-02,PL
CT00005159,ACC0003586,contact5159@example.com,2021-01-13,DE
CT00005160,A0000424,contact5160@example.com,2024-08-03,PL
CT00005161,A0004919,contact5161@example.com,2023-05-25,DE
CT00005162,A0003388,contact5162@example.com,2023-10-06,FR
CT00005163,A0001587,contact5163@example.com,2023-05-20,DE
CT00005164,A0003333,contact5164@example.com,2023-11-17,PL
CT00005165,A0000321,contact5165@example.com,2024-02-03,US
CT00005166,A0001253,contact5166@example.com,2021-10-03,PL
CT00005167,A0003822,contact5167@example.com,2022-11-19,US
CT00005168,A0004155,contact5168@example.com,2021-05-16,DE
CT00005169,A0000711,contact5169@example.com,2022-01-07,DE
CT00005170,A0003220,contact5170@example.com,2022-01-14,FR
CT00005171,A0005957,contact5171@example.com,2023-05-25,PL
CT00005172,A0005400,contact5172@example.com,2023-09-25,PL
CT00005173,A0001404,contact5173@example.com,2022-09-05,FR
CT00005174,A0000225,contact5174@example.com,2024-05-09,DE
CT00005175,A0000245,contact5175@example.com,2021-08-24,US
CT00005176,A0005819,contact5176@example.com,2022-07-04,US
CT00005177,A0002684,contact5177@example.com,2023-06-20,US
CT00005178,A0001149,contact5178@example.com,2023-09-23,US
CT00005179,A0001957,contact5179@example.com,2024-04-30,FR
CT00005180,ACC0005715,contact5180@example.com,2024-07-19,DE
CT00005181,A0002641,contact5181@example.com,2023-04-25,US
CT00005182,A0004973,contact5182@example.com,2022-05-19,US
CT00005183,A0004509,contact5183@example.com,2021-03-02,US
CT00005184,A0001383,contact5184@example.com,2024-02-11,PL
CT00005185,A0001651,contact5185@example.com,2022-12-03,FR
CT00005186,A0005576,contact5186@example.com,2023-03-18,FR
CT00005187,ACC0002304,contact5187@example.com,2022-12-01,FR
CT00005188,A0002414,contact5188@example.com,2021-06-18,DE
CT00005189,A0005125,contact5189@example.com,2021-07-30,US
CT00005190,A0005185,contact5190@example.com,2024-08-04,FR
CT00005191,A0001634,contact5191@example.com,2023-09-27,US
CT00005192,A0005560,contact5192@example.com,2021-03-28,FR
CT00005193,A0000317,contact5193@example.com,2021-09-24,FR
CT00005194,A0004313,contact5194@example.com,2021-05-24,FR
CT00005195,A0005467,contact5195@example.com,2024-08-21,PL
CT00005196,A0002292,contact5196@example.com,2022-06-17,DE
CT00005197,A0004780,contact5197@example.com,2021-01-26,US
CT00005198,A0004423,contact5198@example.com,2022-12-18,US
CT00005199,A0002235,contact5199@example.com,2022-04-16,US
CT00005200,A0002738,contact5200@example.com,2022-11-14,PL
CT00005201,A0001985,contact5201@example.com,2023-10-31,FR
CT00005202,A0004703,contact5202@example.com,2022-05-07,PL
CT00005203,A0005621,contact5203@example.com,2023-10-27,US
CT00005204,A0001961,contact5204@example.com,2022-11-16,DE
CT00005205,A0004474,contact5205@example.com,2024-07-29,PL
CT00005206,A0005515,contact5206@example.com,2024-06-23,US
CT00005207,A0000666,contact5207@example.com,2022-07-17,PL
CT00005208,A0002864,contact5208@example.com,2023-12-02,FR
CT00005209,ACC0005703,contact5209@example.com,2022-01-30,DE
CT00005210,A0003243,contact5210@example.com,2023-05-15,PL
CT00005211,A0005742,contact5211@example.com,2022-03-15,PL
CT00005212,A0004823,contact5212@example.com,2021-11-19,DE
CT00005213,ACC0003362,contact5213@example.com,2021-03-17,PL
CT00005214,A0003005,contact5214@example.com,2021-08-16,DE
CT00005215,A0001555,contact5215@example.com,2023-10-28,FR
CT00005216,A0003708,contact5216@example.com,2023-01-26,DE
CT00005217,A0000842,contact5217@example.com,2024-03-22,DE
CT00005218,A0001450,contact5218@example.com,2021-03-10,US
CT00005219,A0002478,contact5219@example.com,2022-08-31,DE
CT00005220,ACC0001579,contact5220@example.com,2021-12-03,FR
CT00005221,A0001717,contact5221@example.com,2021-03-27,FR
CT00005222,A0002411,contact5222@example.com,2022-08-22,DE
CT00005223,ACC0000921,contact5223@example.com,2022-08-05,US
CT00005224,A0003656,contact5224@example.com,2021-06-08,US
CT00005225,A0003893,contact5225@example.com,2023-11-08,US
CT00005226,A0005698,contact5226@example.com,2024-07-08,DE
CT00005227,A0005484,contact5227@example.com,2024-08-06,DE
CT00005228,A0000664,contact5228@example.com,2021-06-18,US
CT00005229,ACC0001931,contact5229@example.com,2022-03-09,US
CT00005230,A0002555,contact5230@example.com,2023-11-17,DE
CT00005231,A0004885,contact5231@example.com,2024-04-10,US
CT00005232,A0002820,contact5232@example.com,2023-02-05,DE
CT00005233,A0001172,contact5233@example.com,2023-07-14,PL
CT00005234,A0005201,contact5234@example.com,2021-01-05,FR
CT00005235,A0002718,contact5235@example.com,2022-05-16,DE
CT00005236,A0001899,contact5236@example.com,2022-01-30,US
CT00005237,A0002646,contact5237@example.com,2024-07-31,DE
CT00005238,A0004372,contact5238@example.com,2021-06-05,DE
CT00005239,A0003210,contact5239@example.com,2022-02-07,PL
CT00005240,ACC0000455,contact5240@example.com,2021-01-27,PL
CT00005241,A0005422,contact5241@example.com,2021-08-06,DE
CT00005242,A0002581,contact5242@example.com,2023-08-15,PL
CT00005243,A0004027,contact5243@example.com,2021-12-14,FR
CT00005244,A0002702,contact5244@example.com,2023-03-15,PL
CT00005245,A0002060,contact5245@example.com,2021-07-02,FR
CT00005246,A0001582,contact5246@example.com,2021-06-30,FR
