customer_id,cust_id,email,country,currency,region_code,created_date
C0001919,C0001919,user1919@example.com,NL,USD,R25,2024-06-13
C0001920,C0001920,user1920@example.com,US,EUR,R22,2023-10-10
C0001921,C0001921,user1921@example.com,GB,EUR,R19,2023-04-12
C0001922,C0001922,user1922@example.com,PL,EUR,R08,2024-04-03
C0001923,C0001923,user1923@example.com,US,EUR,R02,2024-04-09
C0001924,C0001924,user1924@example.com,DE,USD,R06,2024-06-27
C0001925,C0001925,user1925@example.com,FR,EUR,R02,2023-05-26
C0001926,C0001926,user1926@example.com,US,USD,R14,2024-01-01
C0001927,C0001927,user1927@example.com,ES,USD,R12,2023-10-15
C0001928,C0001928,user1928@example.com,US,EUR,R12,2023-10-23
C0001929,C0001929,user1929@example.com,NL,USD,R17,2023-04-10
C0001930,C0001930,user1930@example.com,NL,EUR,R23,2023-08-22
C0001931,C0001931,user1931@example.com,GB,EUR,R09,2023-07-16
C0001932,C0001932,user1932@example.com,PL,EUR,R20,2024-01-04
C0001933,C0001933,user1933@example.com,DE,PLN,R19,2024-01-08
C0001934,C0001934,user1934@example.com,US,USD,R01,2023-06-29
C0001935,C0001935,user1935@example.com,SE,EUR,R15,2023-02-25
C0001936,C0001936,user1936@example.com,GB,USD,R18,2023-10-20
C0001937,C0001937,user1937@example.com,DE,EUR,R16,2023-05-17
C0001938,C0001938,user1938@example.com,US,EUR,R12,2023-01-08
C0001939,C0001939,user1939@example.com,PL,EUR,R18,2023-11-14
C0001940,CUS0001940,user1940@example.com,US,GBP,R03,2023-12-30
C0001941,C0001941,user1941@example.com,FR,USD,R07,2023-08-01
C0001942,CUS0001942,user1942@example.com,DE,EUR,R13,2024-01-07
C0001943,C0001943,user1943@example.com,US,EUR,R25,2023-04-25
C0001944,CUS0001944,user1944@example.com,US,EUR,R23,2023-10-12
C0001945,C0001945,user1945@example.com,DE,EUR,R25,2024-02-14
C0001946,C0001946,user1946@example.com,FR,EUR,R11,2023-06-29
C0001947,C0001947,user1947@example.com,ES,EUR,R11,2024-08-05
C0001948,CUS0001948,user1948@example.com,DE,PLN,R06,2024-04-04
C0001949,C0001949,user1949@example.com,PL,EUR,R06,2023-02-26
C0001950,C0001950,user1950@example.com,US,USD,R05,2023-08-07
C0001951,C0001951,user1951@example.com,US,EUR,R07,2023-05-24
C0001952,CUS0001952,user1952@example.com,DE,USD,R21,2024-04-23
C0001953,C0001953,user1953@example.com,US,EUR,R05,2023-02-14
C0001954,C0001954,user1954@example.com,DE,PLN,R19,2023-06-21
C0001955,C0001955,user1955@example.com,NL,USD,R23,2024-05-14
C0001956,C0001956,user1956@example.com,FR,USD,R03,2024-11-07
C0001957,C0001957,user1957@example.com,US,EUR,R20,2023-05-15
C0001958,CUS0001958,user1958@example.com,FR,USD,R11,2024-10-12
C0001959,C0001959,user1959@example.com,SE,PLN,R06,2023-03-24
C0001960,C0001960,user1960@example.com,US,EUR,R24,2023-02-10
C0001961,C0001961,user1961@example.com,FR,USD,R08,2023-07-04
C0001962,C0001962,user1962@example.com,DE,USD,R03,2023-01-02
C0001963,C0001963,user1963@example.com,PL,USD,R09,2024-01-15
C0001964,C0001964,user1964@example.com,GB,USD,R04,2024-10-06
C0001965,CUS0001965,user1965@example.com,GB,EUR,R06,2024-07-28
C0001966,C0001966,user1966@example.com,US,EUR,R12,2024-11-05
C0001967,C0001967,user1967@example.com,PL,EUR,R06,2023-10-23
C0001968,C0001968,user1968@example.com,GB,EUR,R22,2024-01-01
C0001969,C0001969,user1969@example.com,US,EUR,R06,2023-12-19
C0001970,C0001970,user1970@example.com,DE,EUR,R01,2024-08-14
C0001971,C0001971,user1971@example.com,US,EUR,R02,2023-12-24
C0001972,C0001972,user1972@example.com,US,EUR,R02,2024-11-15
C0001973,C0001973,user1973@example.com,NL,EUR,R17,2023-02-01
C0001974,C0001974,user1974@example.com,SE,EUR,R09,2024-02-02
C0001975,C0001975,user1975@example.com,FR,EUR,R17,2023-10-03
C0001976,C0001976,user1976@example.com,SE,PLN,R13,2023-01-14
C0001977,C0001977,user1977@example.com,PL,EUR,R07,2023-02-21
C0001978,C0001978,user1978@example.com,DE,USD,R21,2024-11-12
C0001979,C0001979,user1979@example.com,SE,EUR,R19,2023-06-03
C0001980,C0001980,user1980@example.com,FR,USD,R06,2024-01-25
C0001981,C0001981,user1981@example.com,ES,EUR,R19,2023-10-03
C0001982,C0001982,user1982@example.com,PL,USD,R14,2023-08-29
C0001983,C0001983,user1983@example.com,DE,USD,R20,2023-12-02
C0001984,C0001984,user1984@example.com,DE,EUR,R13,2023-09-22
C0001985,C0001985,user1985@example.com,PL,EUR,R19,2023-07-01
C0001986,C0001986,user1986@example.com,US,EUR,R21,2024-07-13
C0001987,C0001987,user1987@example.com,NL,USD,R02,2023-03-04
C0001988,C0001988,user1988@example.com,DE,PLN,R21,2023-07-22
C0001989,C0001989,user1989@example.com,ES,EUR,R20,2024-02-15
C0001990,C0001990,user1990@example.com,NL,USD,R16,2024-05-06
C0001991,C0001991,user1991@example.com,GB,EUR,R11,2023-12-24
C0001992,CUS0001992,user1992@example.com,SE,USD,R14,2023-02-10
C0001993,C0001993,user1993@example.com,FR,PLN,R15,2024-02-07
C0001994,C0001994,user1994@example.com,ES,EUR,R25,2024-04-08
C0001995,C0001995,user1995@example.com,US,USD,R04,2023-08-10
C0001996,C0001996,user1996@example.com,SE,EUR,R09,2024-05-19
C0001997,C0001997,user1997@example.com,PL,EUR,R16,2024-06-08
C0001998,C0001998,user1998@example.com,GB,PLN,R24,2024-02-09
C0001999,CUS0001999,user1999@example.com,US,USD,R15,2023-12-30
C0002000,C0002000,user2000@example.com,FR,EUR,R11,2024-11-27
C0002001,C0002001,user2001@example.com,ES,EUR,R01,2024-10-02
C0002002,C0002002,user2002@example.com,DE,GBP,R10,2023-04-17
C0002003,CUS0002003,user2003@example.com,GB,EUR,R11,2024-06-30
C0002004,C0002004,user2004@example.com,GB,USD,R11,2023-09-10
C0002005,C0002005,user2005@example.com,SE,EUR,R02,2023-01-19
C0002006,C0002006,user2006@example.com,SE,EUR,R07,2024-02-03
C0002007,C0002007,user2007@example.com,GB,EUR,R03,2023-01-02
C0002008,C0002008,user2008@example.com,GB,PLN,R01,2023-12-05
C0002009,C0002009,user2009@example.com,ES,PLN,R22,2024-07-26
C0002010,C0002010,user2010@example.com,SE,EUR,R02,2023-02-23
C0002011,C0002011,user2011@example.com,ES,EUR,R14,2024-07-26
C0002012,C0002012,user2012@example.com,FR,EUR,R14,2024-03-11
C0002013,C0002013,user2013@example.com,GB,PLN,R13,2024-01-21
C0002014,C0002014,user2014@example.com,US,PLN,R08,2024-03-10
C0002015,C0002015,user2015@example.com,US,EUR,R05,2023-10-15
C0002016,C0002016,user2016@example.com,FR,EUR,R22,2023-10-18
C0002017,C0002017,user2017@example.com,FR,GBP,R06,2024-08-09
C0002018,C0002018,user2018@example.com,US,EUR,R01,2023-08-11
C0002019,C0002019,user2019@example.com,US,EUR,R20,2024-05-10
C0002020,C0002020,user2020@example.com,ES,USD,R20,2023-09-11
C0002021,C0002021,user2021@example.com,FR,EUR,R17,2023-03-20
C0002022,C0002022,user2022@example.com,DE,EUR,R08,2023-08-11
C0002023,C0002023,user2023@example.com,PL,EUR,R21,2024-09-05
C0002024,C0002024,user2024@example.com,PL,EUR,R20,2024-05-27
C0002025,C0002025,user2025@example.com,US,EUR,R22,2024-07-22
C0002026,C0002026,user2026@example.com,US,EUR,R20,2023-05-12
C0002027,C0002027,user2027@example.com,US,EUR,R23,2024-05-13
C0002028,C0002028,user2028@example.com,DE,USD,R02,2024-03-25
C0002029,C0002029,user2029@example.com,FR,EUR,R09,2023-06-01
C0002030,C0002030,user2030@example.com,ES,USD,R06,2024-10-22
C0002031,C0002031,user2031@example.com,US,EUR,R07,2024-01-23
C0002032,CUS0002032,user2032@example.com,US,EUR,R08,2023-11-19
C0002033,CUS0002033,user2033@example.com,US,EUR,R12,2023-02-08
C0002034,C0002034,user2034@example.com,DE,USD,R21,2023-02-21
C0002035,C0002035,user2035@example.com,US,EUR,R03,2023-09-28
C0002036,C0002036,user2036@example.com,DE,EUR,R12,2024-06-17
C0002037,C0002037,user2037@example.com,SE,EUR,R12,2024-09-21
C0002038,CUS0002038,user2038@example.com,PL,USD,R04,2023-08-20
C0002039,C0002039,user2039@example.com,NL,USD,R11,2023-11-08
C0002040,C0002040,user2040@example.com,US,EUR,R25,2023-12-30
C0002041,C0002041,user2041@example.com,US,EUR,R10,2023-01-04
C0002042,C0002042,user2042@example.com,DE,EUR,R12,2023-04-06
C0002043,C0002043,user2043@example.com,ES,EUR,R01,2023-08-23
C0002044,C0002044,user2044@example.com,US,EUR,R14,2024-05-07
C0002045,C0002045,user2045@example.com,SE,EUR,R14,2023-09-16
C0002046,C0002046,user2046@example.com,FR,EUR,R23,2023-02-17
C0002047,CUS0002047,user2047@example.com,DE,PLN,R07,2024-01-18
C0002048,CUS0002048,user2048@example.com,US,EUR,R24,2023-03-15
C0002049,C0002049,user2049@example.com,US,USD,R07,2024-04-13
C0002050,C0002050,user2050@example.com,PL,EUR,R15,2024-04-13
C0002051,C0002051,user2051@example.com,SE,EUR,R23,2023-09-08
C0002052,C0002052,user2052@example.com,US,USD,R04,2024-08-22
C0002053,CUS0002053,user2053@example.com,DE,USD,R06,2024-03-25
C0002054,C0002054,user2054@example.com,NL,USD,R05,2024-10-23
C0002055,C0002055,user2055@example.com,PL,PLN,R09,2024-04-13
C0002056,C0002056,user2056@example.com,SE,GBP,R25,2024-03-16
C0002057,C0002057,user2057@example.com,SE,USD,R13,2024-05-31
C0002058,C0002058,user2058@example.com,NL,GBP,R10,2023-08-17
C0002059,C0002059,user2059@example.com,DE,USD,R23,2023-03-20
C0002060,C0002060,user2060@example.com,DE,PLN,R06,2023-07-16
C0002061,C0002061,user2061@example.com,SE,USD,R24,2023-04-25
C0002062,C0002062,user2062@example.com,DE,EUR,R12,2023-07-26
C0002063,C0002063,user2063@example.com,PL,EUR,R01,2024-07-16
C0002064,C0002064,user2064@example.com,FR,USD,R16,2023-01-25
C0002065,C0002065,user2065@example.com,SE,PLN,R11,2023-08-18
C0002066,C0002066,user2066@example.com,DE,PLN,R13,2024-08-22
C0002067,C0002067,user2067@example.com,US,USD,R13,2024-09-02
C0002068,C0002068,user2068@example.com,SE,USD,R22,2023-12-04
C0002069,C0002069,user2069@example.com,US,EUR,R17,2024-08-09
C0002070,C0002070,user2070@example.com,NL,USD,R12,2024-08-13
C0002071,C0002071,user2071@example.com,US,EUR,R21,2023-11-06
C0002072,C0002072,user2072@example.com,FR,USD,R01,2023-05-12
C0002073,C0002073,user2073@example.com,US,EUR,R16,2024-10-28
C0002074,CUS0002074,user2074@example.com,SE,EUR,R25,2023-01-03
C0002075,C0002075,user2075@example.com,NL,USD,R02,2024-04-12
C0002076,C0002076,user2076@example.com,PL,EUR,R10,2023-06-24
C0002077,C0002077,user2077@example.com,SE,EUR,R06,2024-08-09
C0002078,C0002078,user2078@example.com,US,EUR,R19,2023-08-20
C0002079,C0002079,user2079@example.com,NL,USD,R13,2024-10-12
C0002080,C0002080,user2080@example.com,NL,EUR,R14,2024-09-22
C0002081,C0002081,user2081@example.com,US,PLN,R24,2023-09-12
C0002082,C0002082,user2082@example.com,US,EUR,R12,2024-07-22
C0002083,C0002083,user2083@example.com,GB,PLN,R06,2024-05-28
C0002084,C0002084,user2084@example.com,NL,USD,R20,2024-08-27
C0002085,C0002085,user2085@example.com,US,USD,R02,2023-11-13
C0002086,C0002086,user2086@example.com,PL,PLN,R05,2024-07-13
C0002087,C0002087,user2087@example.com,US,EUR,R25,2024-04-18
C0002088,CUS0002088,user2088@example.com,SE,EUR,R04,2024-07-26
C0002089,C0002089,user2089@example.com,SE,EUR,R24,2023-09-27
C0002090,C0002090,user2090@example.com,PL,USD,R06,2023-04-20
C0002091,C0002091,user2091@example.com,FR,USD,R07,2023-11-05
C0002092,C0002092,user2092@example.com,PL,EUR,R05,2023-04-19
C0002093,C0002093,user2093@example.com,FR,USD,R18,2024-01-27
C0002094,CUS0002094,user2094@example.com,SE,USD,R21,2023-07-03
C0002095,C0002095,user2095@example.com,NL,USD,R17,2024-10-19
C0002096,C0002096,user2096@example.com,ES,USD,R21,2023-03-15
C0002097,C0002097,user2097@example.com,PL,EUR,R12,2024-03-08
C0002098,C0002098,user2098@example.com,PL,USD,R10,2024-10-13
C0002099,C0002099,user2099@example.com,PL,GBP,R10,2023-06-24
C0002100,C0002100,user2100@example.com,FR,PLN,R22,2023-06-28
C0002101,C0002101,user2101@example.com,DE,EUR,R05,2023-04-03
C0002102,C0002102,user2102@example.com,US,PLN,R16,2023-03-20
C0002103,C0002103,user2103@example.com,FR,EUR,R18,2024-08-21
C0002104,C0002104,user2104@example.com,FR,EUR,R22,2023-06-16
C0002105,C0002105,user2105@example.com,GB,PLN,R24,2024-03-25
C0002106,CUS0002106,user2106@example.com,DE,EUR,R17,2024-01-03
C0002107,C0002107,user2107@example.com,NL,EUR,R23,2023-06-04
C0002108,C0002108,user2108@example.com,US,PLN,R16,2023-10-27
C0002109,C0002109,user2109@example.com,SE,EUR,R12,2024-05-05
C0002110,C0002110,user2110@example.com,SE,EUR,R04,2023-06-10
C0002111,C0002111,user2111@example.com,NL,EUR,R07,2023-08-05
C0002112,C0002112,user2112@example.com,US,EUR,R05,2023-08-31
C0002113,CUS0002113,user2113@example.com,SE,EUR,R09,2024-02-25
C0002114,C0002114,user2114@example.com,US,EUR,R22,2024-09-03
C0002115,C0002115,user2115@example.com,PL,PLN,R02,2023-07-31
C0002116,CUS0002116,user2116@example.com,NL,EUR,R13,2023-11-24
C0002117,C0002117,user2117@example.com,SE,EUR,R21,2024-05-19
C0002118,C0002118,user2118@example.com,FR,EUR,R02,2024-10-09
C0002119,C0002119,user2119@example.com,PL,PLN,R19,2024-03-25
C0002120,C0002120,user2120@example.com,US,USD,R23,2024-07-01
C0002121,C0002121,user2121@example.com,US,EUR,R07,2023-10-13
C0002122,C0002122,user2122@example.com,NL,USD,R25,2023-05-07
C0002123,C0002123,user2123@example.com,NL,EUR,R07,2024-01-03
C0002124,CUS0002124,user2124@example.com,DE,GBP,R04,2024-09-02
C0002125,C0002125,user2125@example.com,DE,USD,R15,2023-12-29
C0002126,C0002126,user2126@example.com,US,EUR,R17,2023-05-28
C0002127,C0002127,user2127@example.com,DE,EUR,R15,2024-05-17
C0002128,C0002128,user2128@example.com,US,EUR,R16,2023-12-06
C0002129,C0002129,user2129@example.com,US,EUR,R02,2023-05-24
C0002130,C0002130,user2130@example.com,ES,PLN,R19,2023-02-25
C0002131,C0002131,user2131@example.com,DE,EUR,R11,2024-03-07
C0002132,C0002132,user2132@example.com,ES,EUR,R22,2024-05-06
C0002133,CUS0002133,user2133@example.com,SE,EUR,R24,2023-12-01
C0002134,C0002134,user2134@example.com,SE,USD,R11,2023-09-09
C0002135,C0002135,user2135@example.com,US,USD,R06,2024-07-18
C0002136,C0002136,user2136@example.com,US,EUR,R20,2024-08-15
C0002137,C0002137,user2137@example.com,DE,EUR,R01,2023-02-11
C0002138,C0002138,user2138@example.com,SE,EUR,R16,2023-04-03
C0002139,C0002139,user2139@example.com,GB,EUR,R06,2024-04-11
C0002140,C0002140,user2140@example.com,NL,PLN,R01,2024-06-25
C0002141,C0002141,user2141@example.com,SE,EUR,R07,2024-06-18
C0002142,C0002142,user2142@example.com,FR,EUR,R11,2023-09-30
C0002143,C0002143,user2143@example.com,SE,EUR,R24,2024-08-02
C0002144,C0002144,user2144@example.com,PL,USD,R06,2023-06-22
C0002145,C0002145,user2145@example.com,ES,PLN,R22,2023-03-17
C0002146,C0002146,user2146@example.com,US,USD,R09,2024-02-07
C0002147,C0002147,user2147@example.com,GB,USD,R07,2024-08-16
C0002148,C0002148,user2148@example.com,SE,EUR,R04,2023-04-14
C0002149,C0002149,user2149@example.com,US,USD,R01,2024-04-13
C0002150,C0002150,user2150@example.com,DE,EUR,R15,2023-09-13
C0002151,C0002151,user2151@example.com,DE,USD,R05,2024-09-30
C0002152,C0002152,user2152@example.com,NL,GBP,R11,2023-01-16
C0002153,C0002153,user2153@example.com,PL,EUR,R25,2023-07-19
C0002154,C0002154,user2154@example.com,US,GBP,R18,2023-01-30
C0002155,C0002155,user2155@example.com,GB,EUR,R05,2023-06-09
C0002156,CUS0002156,user2156@example.com,NL,EUR,R04,2023-08-26
C0002157,C0002157,user2157@example.com,GB,EUR,R24,2023-01-09
C0002158,C0002158,user2158@example.com,ES,USD,R12,2023-09-15
C0002159,C0002159,user2159@example.com,DE,EUR,R04,2023-08-03
C0002160,C0002160,user2160@example.com,US,EUR,R04,2023-03-17
C0002161,C0002161,user2161@example.com,SE,GBP,R18,2024-01-31
C0002162,C0002162,user2162@example.com,US,USD,R05,2024-02-15
C0002163,C0002163,user2163@example.com,US,USD,R15,2023-11-06
C0002164,C0002164,user2164@example.com,US,USD,R03,2023-01-04
C0002165,C0002165,user2165@example.com,SE,USD,R21,2024-07-23
C0002166,C0002166,user2166@example.com,DE,PLN,R19,2024-10-08
C0002167,C0002167,user2167@example.com,NL,EUR,R20,2023-12-19
C0002168,C0002168,user2168@example.com,FR,USD,R14,2023-12-31
C0002169,C0002169,user2169@example.com,NL,EUR,R07,2023-06-11
C0002170,C0002170,user2170@example.com,GB,EUR,R15,2024-05-20
C0002171,C0002171,user2171@example.com,US,EUR,R06,2024-09-11
C0002172,C0002172,user2172@example.com,DE,EUR,R07,2024-08-16
C0002173,C0002173,user2173@example.com,US,EUR,R24,2024-01-17
C0002174,C0002174,user2174@example.com,US,GBP,R19,2023-06-29
C0002175,C0002175,user2175@example.com,FR,EUR,R23,2023-06-06
C0002176,CUS0002176,user2176@example.com,NL,EUR,R25,2024-11-02
C0002177,C0002177,user2177@example.com,NL,EUR,R11,2023-05-25
C0002178,C0002178,user2178@example.com,US,EUR,R15,2023-05-23
C0002179,C0002179,user2179@example.com,DE,EUR,R06,2023-03-03
C0002180,C0002180,user2180@example.com,PL,GBP,R15,2023-04-30
C0002181,C0002181,user2181@example.com,PL,EUR,R05,2024-08-09
C0002182,C0002182,user2182@example.com,SE,EUR,R05,2023-12-20
C0002183,C0002183,user2183@example.com,NL,USD,R10,2024-09-08
C0002184,C0002184,user2184@example.com,DE,USD,R07,2024-06-29
C0002185,CUS0002185,user2185@example.com,DE,PLN,R01,2023-12-06
C0002186,C0002186,user2186@example.com,SE,EUR,R10,2024-02-22
C0002187,C0002187,user2187@example.com,NL,PLN,R17,2024-06-06
C0002188,C0002188,user2188@example.com,PL,EUR,R19,2023-10-11
C0002189,C0002189,user2189@example.com,SE,USD,R25,2024-03-22
C0002190,C0002190,user2190@example.com,PL,EUR,R03,2023-05-05
C0002191,C0002191,user2191@example.com,PL,EUR,R22,2024-09-22
C0002192,C0002192,user2192@example.com,US,PLN,R11,2023-06-01
C0002193,C0002193,user2193@example.com,ES,EUR,R24,2024-08-04
C0002194,C0002194,user2194@example.com,DE,USD,R18,2023-03-25
C0002195,CUS0002195,user2195@example.com,US,PLN,R11,2023-08-14
C0002196,C0002196,user2196@example.com,PL,USD,R01,2024-01-12
C0002197,C0002197,user2197@example.com,FR,EUR,R15,2023-01-22
C0002198,C0002198,user2198@example.com,DE,GBP,R17,2024-08-23
C0002199,C0002199,user2199@example.com,PL,EUR,R08,2024-02-28
C0002200,C0002200,user2200@example.com,DE,EUR,R24,2023-11-08
C0002201,C0002201,user2201@example.com,NL,USD,R24,2024-05-17
C0002202,C0002202,user2202@example.com,PL,EUR,R21,2024-04-16
C0002203,C0002203,user2203@example.com,NL,EUR,R14,2024-01-06
C0002204,CUS0002204,user2204@example.com,SE,EUR,R06,2023-05-16
C0002205,C0002205,user2205@example.com,PL,USD,R16,2024-05-12
C0002206,C0002206,user2206@example.com,PL,EUR,R06,2024-03-29
C0002207,C0002207,user2207@example.com,NL,GBP,R25,2024-01-08
C0002208,C0002208,user2208@example.com,US,EUR,R01,2024-06-26
C0002209,C0002209,user2209@example.com,PL,EUR,R20,2024-01-08
C0002210,CUS0002210,user2210@example.com,GB,EUR,R20,2024-09-29
C0002211,CUS0002211,user2211@example.com,PL,EUR,R06,2023-11-18
C0002212,C0002212,user2212@example.com,US,EUR,R25,2023-03-02
C0002213,C0002213,user2213@example.com,US,EUR,R16,2023-05-31
C0002214,C0002214,user2214@example.com,US,USD,R02,2023-06-21
C0002215,C0002215,user2215@example.com,US,EUR,R17,2024-10-18
C0002216,C0002216,user2216@example.com,SE,EUR,R19,2023-06-03
C0002217,C0002217,user2217@example.com,SE,USD,R23,2024-05-12
C0002218,C0002218,user2218@example.com,GB,PLN,R05,2023-07-08
C0002219,C0002219,user2219@example.com,US,PLN,R24,2023-03-24
C0002220,C0002220,user2220@example.com,US,USD,R04,2023-02-07
C0002221,C0002221,user2221@example.com,US,PLN,R05,2023-01-09
C0002222,C0002222,user2222@example.com,NL,EUR,R05,2023-03-18
C0002223,CUS0002223,user2223@example.com,PL,USD,R17,2023-10-30
C0002224,C0002224,user2224@example.com,GB,USD,R16,2023-10-26
C0002225,C0002225,user2225@example.com,GB,EUR,R02,2023-12-30
C0002226,C0002226,user2226@example.com,DE,PLN,R17,2024-06-18
C0002227,C0002227,user2227@example.com,US,USD,R04,2023-10-10
C0002228,C0002228,user2228@example.com,NL,EUR,R01,2023-05-21
C0002229,C0002229,user2229@example.com,US,USD,R08,2024-02-22
C0002230,C0002230,user2230@example.com,DE,EUR,R08,2024-05-04
C0002231,C0002231,user2231@example.com,NL,USD,R16,2023-05-26
C0002232,C0002232,user2232@example.com,ES,EUR,R08,2024-08-26
C0002233,C0002233,user2233@example.com,GB,USD,R09,2023-03-03
C0002234,C0002234,user2234@example.com,NL,PLN,R17,2024-02-20
C0002235,C0002235,user2235@example.com,ES,USD,R09,2023-10-26
C0002236,C0002236,user2236@example.com,GB,USD,R23,2024-04-15
C0002237,C0002237,user2237@example.com,PL,EUR,R12,2023-09-20
C0002238,C0002238,user2238@example.com,ES,EUR,R25,2023-08-29
C0002239,CUS0002239,user2239@example.com,NL,PLN,R18,2024-10-22
C0002240,C0002240,user2240@example.com,GB,USD,R25,2024-04-29
C0002241,C0002241,user2241@example.com,US,USD,R02,2023-10-05
C0002242,C0002242,user2242@example.com,ES,USD,R21,2023-05-06
C0002243,C0002243,user2243@example.com,US,USD,R18,2024-08-29
C0002244,C0002244,user2244@example.com,SE,EUR,R25,2023-04-23
C0002245,C0002245,user2245@example.com,SE,EUR,R17,2023-07-07
C0002246,C0002246,user2246@example.com,US,EUR,R06,2023-11-02
C0002247,C0002247,user2247@example.com,PL,USD,R12,2024-11-30
C0002248,C0002248,user2248@example.com,SE,USD,R01,2023-12-20
C0002249,C0002249,user2249@example.com,US,EUR,R23,2023-05-27
C0002250,C0002250,user2250@example.com,US,USD,R03,2024-05-02
C0002251,C0002251,user2251@example.com,US,EUR,R07,2024-01-02
C0002252,C0002252,user2252@example.com,US,USD,R07,2024-07-26
C0002253,C0002253,user2253@example.com,ES,PLN,R20,2023-09-24
C0002254,C0002254,user2254@example.com,SE,EUR,R08,2024-06-21
C0002255,C0002255,user2255@example.com,ES,USD,R02,2024-02-07
C0002256,C0002256,user2256@example.com,FR,EUR,R17,2023-08-17
C0002257,C0002257,user2257@example.com,ES,EUR,R09,2023-03-14
C0002258,C0002258,user2258@example.com,DE,PLN,R09,2023-04-05
C0002259,C0002259,user2259@example.com,SE,EUR,R12,2023-08-07
C0002260,C0002260,user2260@example.com,DE,USD,R15,2024-01-25
C0002261,C0002261,user2261@example.com,GB,EUR,R13,2024-11-19
C0002262,C0002262,user2262@example.com,US,EUR,R23,2024-07-09
C0002263,C0002263,user2263@example.com,SE,EUR,R22,2023-07-29
C0002264,C0002264,user2264@example.com,US,PLN,R18,2023-09-16
C0002265,C0002265,user2265@example.com,US,EUR,R20,2024-09-12
C0002266,C0002266,user2266@example.com,US,EUR,R08,2023-03-18
C0002267,C0002267,user2267@example.com,US,EUR,R25,2024-08-11
C0002268,CUS0002268,user2268@example.com,NL,EUR,R18,2024-01-20
C0002269,C0002269,user2269@example.com,DE,EUR,R01,2023-10-06
C0002270,C0002270,user2270@example.com,US,PLN,R06,2024-08-19
C0002271,C0002271,user2271@example.com,US,EUR,R16,2023-04-19
C0002272,C0002272,user2272@example.com,PL,EUR,R17,2023-03-05
C0002273,CUS0002273,user2273@example.com,US,EUR,R22,2024-11-20
C0002274,C0002274,user2274@example.com,ES,PLN,R23,2023-05-29
C0002275,C0002275,user2275@example.com,ES,EUR,R22,2024-06-12
C0002276,C0002276,user2276@example.com,FR,EUR,R22,2023-12-19
C0002277,C0002277,user2277@example.com,ES,EUR,R25,2023-04-25
C0002278,C0002278,user2278@example.com,FR,EUR,R07,2023-01-21
C0002279,C0002279,user2279@example.com,DE,PLN,R13,2024-01-21
C0002280,C0002280,user2280@example.com,US,USD,R21,2023-06-20
C0002281,C0002281,user2281@example.com,US,EUR,R12,2024-11-13
C0002282,C0002282,user2282@example.com,US,USD,R08,2024-03-22
C0002283,C0002283,user2283@example.com,ES,EUR,R05,2023-12-15
C0002284,C0002284,user2284@example.com,ES,PLN,R23,2024-08-06
C0002285,C0002285,user2285@example.com,DE,EUR,R01,2023-06-13
C0002286,C0002286,user2286@example.com,NL,EUR,R13,2023-09-20
C0002287,C0002287,user2287@example.com,PL,USD,R21,2024-11-15
C0002288,C0002288,user2288@example.com,FR,EUR,R15,2023-04-25
C0002289,C0002289,user2289@example.com,ES,EUR,R11,2023-02-21
C0002290,C0002290,user2290@example.com,FR,EUR,R11,2024-03-01
C0002291,C0002291,user2291@example.com,US,USD,R07,2023-11-02
C0002292,C0002292,user2292@example.com,US,GBP,R03,2024-09-06
C0002293,C0002293,user2293@example.com,PL,EUR,R12,2024-11-09
C0002294,C0002294,user2294@example.com,SE,USD,R15,2023-04-30
C0002295,C0002295,user2295@example.com,US,PLN,R11,2023-03-22
C0002296,C0002296,user2296@example.com,ES,GBP,R04,2023-01-28
C0002297,C0002297,user2297@example.com,PL,GBP,R06,2023-11-04
C0002298,C0002298,user2298@example.com,PL,EUR,R09,2023-09-17
C0002299,C0002299,user2299@example.com,GB,EUR,R04,2023-10-30
C0002300,C0002300,user2300@example.com,US,EUR,R05,2023-06-03
C0002301,C0002301,user2301@example.com,US,USD,R04,2024-10-25
C0002302,CUS0002302,user2302@example.com,NL,EUR,R04,2023-06-13
C0002303,C0002303,user2303@example.com,FR,EUR,R04,2023-06-18
C0002304,C0002304,user2304@example.com,US,PLN,R08,2023-03-31
C0002305,C0002305,user2305@example.com,DE,GBP,R14,2023-06-05
C0002306,C0002306,user2306@example.com,FR,USD,R16,2024-05-29
C0002307,C0002307,user2307@example.com,US,EUR,R07,2024-10-23
C0002308,C0002308,user2308@example.com,DE,USD,R05,2024-03-07
C0002309,C0002309,user2309@example.com,NL,EUR,R04,2023-04-30
C0002310,C0002310,user2310@example.com,US,USD,R14,2024-11-14
C0002311,C0002311,user2311@example.com,SE,USD,R06,2023-08-03
C0002312,C0002312,user2312@example.com,GB,USD,R19,2023-08-16
C0002313,C0002313,user2313@example.com,US,EUR,R05,2024-01-05
C0002314,C0002314,user2314@example.com,US,EUR,R23,2023-01-13
C0002315,C0002315,user2315@example.com,SE,USD,R03,2024-08-01
C0002316,C0002316,user2316@example.com,US,EUR,R11,2023-07-07
C0002317,C0002317,user2317@example.com,SE,USD,R24,2023-08-12
C0002318,C0002318,user2318@example.com,FR,USD,R11,2024-04-15
C0002319,C0002319,user2319@example.com,US,USD,R17,2023-06-15
C0002320,CUS0002320,user2320@example.com,DE,EUR,R22,2024-08-21
C0002321,C0002321,user2321@example.com,ES,EUR,R14,2024-07-07
